,timestamp,T_hx,T_sup,T_in,T_p,T_ext,m_in,m_out,Actuator_H1,Actuator_Fan1,Actuator_Fan2
0,2021-04-01 06:40:00,298.62205050831864,306.97285478808556,280.7753782221973,302.86648957197116,303.0752902928163,0.3983269437920872,0.5126498793676755,0.2226120594080989,200.0,5.0
1,2021-04-01 06:41:00,298.8924396004132,306.9717700316761,280.36759253409963,303.2315467146492,303.10539619172584,0.38051400455337675,0.5226948243328423,0.222903316826564,200.0,5.0
2,2021-04-01 06:42:00,298.40978858419226,306.91681902810024,280.42288981073915,303.09669154543514,303.0363068743235,0.37407092690867505,0.4985825327672954,0.2231907579580408,200.0,5.0
3,2021-04-01 06:43:00,298.3953650625242,306.60542929163364,280.0015241238175,303.21367756700164,302.9568321384719,0.4142860634575869,0.506848045025206,0.2234737774030609,200.0,5.0
4,2021-04-01 06:44:00,298.557190212825,306.8407641162915,279.92049935689636,303.18397029048066,303.73839061310616,0.38193281384171734,0.5000953360107682,0.2237517696633798,200.0,5.0
5,2021-04-01 06:45:00,298.0728115595522,306.6830463220076,280.0125541342475,303.11451909410476,303.1467183303295,0.39931046832132266,0.5049672321703325,0.2240241292481318,200.0,5.0
6,2021-04-01 06:46:00,299.0471375452181,307.30529777419906,280.062049890737,303.21681787024943,303.5768921772955,0.3887747488264495,0.5076360851391398,0.2242902507535845,200.0,5.0
7,2021-04-01 06:47:00,298.43237276410036,306.97939548308534,280.00366731884833,302.89033857889524,302.7912692847067,0.4012904511439272,0.5098874270198406,0.2245495286844552,200.0,5.0
8,2021-04-01 06:48:00,298.38783511924885,307.1229088473555,280.0877787377993,303.53185739501504,303.31171915371215,0.40433156284835814,0.49479152577943125,0.2248013575770063,200.0,5.0
9,2021-04-01 06:49:00,298.6753719562885,306.9460856555502,279.94479283557496,303.16390282417865,303.2233468099194,0.40972768506192125,0.5119462992318757,0.2250451319389688,200.0,5.0
10,2021-04-01 06:50:00,298.4387377867779,307.0089733751531,279.90162240174425,303.1776872153371,302.99287352044666,0.3818560107414193,0.4930588694862151,0.2252802463675568,200.0,5.0
11,2021-04-01 06:51:00,298.61242773695125,307.24360477230994,279.8145866895382,303.3114467825365,303.0838177571263,0.39104354922444606,0.503418467936794,0.2255060953072623,200.0,5.0
12,2021-04-01 06:52:00,298.55858315320074,307.0934521791172,280.01868578842124,303.24451530956384,302.9873256656198,0.38980429319592275,0.5001443574279342,0.2257220734426027,200.0,5.0
13,2021-04-01 06:53:00,298.57987719812184,306.80833763236683,279.6463361967547,302.9941894964828,303.08997437834535,0.3922024617952278,0.49543611807866555,0.2259275751645321,200.0,5.0
14,2021-04-01 06:54:00,298.6469279468842,306.4599417418619,279.9202202689107,303.16243519607696,303.4134839494506,0.40782489375061165,0.5024114393014005,0.2261219951265989,200.0,5.0
15,2021-04-01 06:55:00,298.372590442292,307.2056943601668,280.06263717711533,303.09214219465446,303.19423870399635,0.3938694341113226,0.4912346451971826,0.2263047277762499,200.0,5.0
16,2021-04-01 06:56:00,298.31547629480445,306.98856704119925,279.64660251527744,303.5392404991975,302.72479257625514,0.398358383166309,0.49901976319950037,0.2264751675917182,200.0,5.0
17,2021-04-01 06:57:00,298.5419955978422,307.23805951576537,279.4706260444299,303.31322495170497,302.93896046088685,0.38371104572719483,0.48646672754300924,0.22663270931278198,200.0,5.0
18,2021-04-01 06:58:00,298.26719652566027,307.11437115396984,279.9211171378638,303.30197709884794,303.4109546020103,0.38521581907081026,0.5080619681723674,0.2267767473408383,200.0,5.0
19,2021-04-01 06:59:00,298.786076533967,306.77283717784144,279.8488185800847,303.25563550741697,303.66073728169977,0.38315748563324303,0.4989418224481625,0.2269066703153063,200.0,5.0
20,2021-04-01 07:00:00,298.51543793174375,306.5366147139685,279.47075565009334,303.10259819172,303.003440570118,0.3980731269363388,0.4917603966252965,0.2270218704379566,200.0,5.0
21,2021-04-01 07:01:00,298.903622329647,306.76104350091555,279.4932120522336,303.0004134938844,303.03586144683817,0.41188680625797625,0.4842013628712027,0.2271220848427158,200.0,5.0
22,2021-04-01 07:02:00,297.9623882961097,307.23573608123166,279.60833967425555,303.16672891688995,303.03477530274745,0.39349474491121045,0.4968060385254587,0.2272078886492715,200.0,5.0
23,2021-04-01 07:03:00,298.660617331294,307.0751669392236,279.6309207904024,302.95221411610095,303.1357331618554,0.39907495495508827,0.48534139309401536,0.2272796862144109,200.0,5.0
24,2021-04-01 07:04:00,298.0715808842869,307.0039003740267,279.72739358908336,303.22567130714117,303.1532622346787,0.39973620046187497,0.49130373712571274,0.2273378761049791,200.0,5.0
25,2021-04-01 07:05:00,298.20290412599985,307.34831449444533,279.8946150431664,303.07193963376244,303.08262916625074,0.39748052483242585,0.5045105223200885,0.2273828623608992,200.0,5.0
26,2021-04-01 07:06:00,298.5635589915508,306.4435897916545,279.64172505045985,303.07751819914716,303.24762249978835,0.399765522025093,0.48854343375405024,0.2274150443483361,200.0,5.0
27,2021-04-01 07:07:00,298.42957403251967,306.7683466597378,279.35290170309446,303.06539249969205,303.24577004447207,0.3931660162712901,0.4992749097345456,0.2274348213687739,200.0,5.0
28,2021-04-01 07:08:00,298.55649298306747,307.04859230833176,279.73631729112,303.24476721643657,303.0031110160094,0.38727509190706194,0.5194071036512696,0.2274425926914482,200.0,5.0
29,2021-04-01 07:09:00,298.7109613457441,306.47630074451024,279.40998329610215,302.8949321157397,303.4593483402325,0.37379995667228216,0.4952665742544129,0.2274387577677455,200.0,5.0
30,2021-04-01 07:10:00,298.7910826407947,307.202893811995,279.9154202056671,303.1584925569268,303.0545743650243,0.386974974676922,0.4799320891353013,0.2274237158435437,200.0,5.0
31,2021-04-01 07:11:00,298.6899106814254,307.1362038938914,279.654259467792,303.2962826695307,302.9830488434835,0.3918278676807468,0.5001178113063257,0.2273978663122695,200.0,5.0
32,2021-04-01 07:12:00,298.42044658498423,307.1676457914274,279.701062659268,302.948702877342,302.992633808749,0.4024309792939184,0.5054904315035526,0.2273616084451939,200.0,5.0
33,2021-04-01 07:13:00,298.5227009392787,306.7634675699316,279.19073564472745,303.3867441906377,303.04964136391993,0.3988332182910195,0.5087771947842153,0.2273153416040395,200.0,5.0
